id;extension;date;length;length_after_html_drop;@userName;hashtag;URLs;emoticon;emoji;length_after_cleaning_text;language;language-reliability;interjection;bn:00050198n;bn:01236701n;bn:00025320n;bn:00001533n;bn:00080111n;bn:00349397n;bn:00090460v;bn:00028658n;bn:00012592n;bn:00040590n;bn:00009439n;bn:00083340v;bn:02873520n;bn:00017681n;bn:01950923n;bn:00008378n;bn:00063743n;bn:00093757v;bn:00076373n;bn:00109425a;bn:00087976v;bn:00094547v;bn:00085414v;bn:00032654n;bn:00064158n;bn:00353053n;bn:00092424v;bn:00092443v;bn:00101180a;bn:00058165n;bn:00090018v;bn:00084848v;bn:00093934v;bn:01285316n;bn:00083145v;bn:00093288v;bn:00052815n;bn:00077549n;bn:00000086n;bn:00090321v;bn:00104808a;bn:00088095v;bn:00098682a;bn:00020978n;bn:00031073n;bn:00064601n;bn:00092366v;bn:00044739n;bn:00088421v;bn:00022154n;bn:00080251n;bn:00113474a;bn:00025296n;bn:00090070v;bn:00070528n;bn:00017676n;bn:00045456n;bn:00012839n;bn:00090033v;bn:00088912v;bn:03335837n;bn:00071622n;bn:00092756v;bn:00088456v;bn:00001530n;bn:01951284n;bn:05918108n;bn:03483277n;bn:11173215n;bn:00077766n;bn:03307148n;bn:00095665v;bn:00261702n;bn:00072794n;bn:00077225n;bn:00049273n;bn:00888759n;bn:00092770v;bn:00073430n;bn:01615825n;bn:00016338n;bn:00034453n;bn:00001697n;bn:00883856n;bn:00085975v;bn:00023236n;bn:00084231v;bn:00087617v;bn:00090504v;bn:00061787n;bn:00016606n;bn:00087901v;bn:00103242a;bn:00052128n;bn:00082937v;bn:00089279v;bn:00009787n;bn:00079972n;bn:01404069n;bn:00062020n;bn:00020601n;bn:00030719n;bn:00011631n;bn:00011633n;bn:00022067n;bn:00085449v;bn:00025582n;bn:10919409n;bn:00115431r;bn:00003344n;bn:00089324v;bn:00056443n;bn:14448860n;bn:00034471n;bn:00022026n;bn:00028749n;bn:00011179n;bn:00108442a;bn:00110954a;bn:00048606n;bn:00053867n;bn:00096629a;bn:00001829n;bn:00030314n;bn:00009921n;bn:00060436n;bn:00062699n;bn:00115285r;bn:01248702n;bn:00021464n;bn:00082280v;bn:01657848n;bn:15695655n;bn:00024417n;bn:00076732n;bn:00089246v;bn:00031062n;bn:00030951n;bn:00024430n;bn:00066236n;bn:00082705v;bn:00106817a;bn:00014710n;bn:00087691v;bn:00095449v;bn:00105763a;bn:00020726n;bn:00017029n;bn:00015008n;bn:00103299a;bn:00084385v;bn:00096606a;bn:00014012n;bn:00054523n;bn:00014791n;bn:00004451n;bn:02184985n;bn:00014991n;bn:00037008n;bn:00074963n;bn:00067869n;bn:00013173n;bn:00099538a;bn:00085583v;bn:00082646v;bn:00067180n;bn:00083486v;bn:00023667n;bn:00084839v;bn:00136259n;bn:00045513n;bn:00375048n;bn:00043620n;bn:00043484n;bn:00010217n;bn:00036813n;bn:00116949r;bn:00085437v;bn:00086868v;bn:00108988a;bn:00095777v;bn:00054281n;bn:00007497n;bn:00047832n;bn:00019403n;bn:00030861n;bn:00090493v;bn:00057546n;bn:00107136a;bn:00125516n;bn:00073699n;bn:00102474a;bn:01004650n;bn:00014982n;bn:00069783n;bn:00079944n;bn:00095482v;bn:00024712n;bn:00019763n;bn:00084931v;bn:00061123n;bn:00020352n;bn:00113486a;bn:01532284n;bn:00017621n;bn:00084086v;bn:00016448n;bn:00013194n;bn:00082493v;bn:00025083n;bn:00042613n;bn:00046705n;bn:00011357n;bn:00090943v;bn:00084532v;bn:00002156n;bn:00050828n;bn:00006362n;bn:02010864n;bn:03215917n;bn:00014824n;bn:00064245n;bn:00022526n;bn:00036538n;bn:00063213n;bn:00100610a;bn:00098352a;bn:00081622n;bn:00073879n;bn:00019131n;bn:14944322n;bn:00051045n;bn:00115153r;bn:01946589n;bn:00000356n;bn:00075965n;bn:00053801n;bn:00114303r;bn:00117286r;bn:00093676v;bn:00455971n;bn:00081546n;bn:00012967n;bn:00092065v;bn:00042403n;bn:00082966v;bn:00082225v;bn:00064699n;bn:00102774a;bn:00083599v;bn:00077270n;target
tests2/youtube/_spam_/1320102205000.tytb;tytb;null;53;53;@user155 ; ; ; ; ;45;EN;0.9946343166954006;okay -- ;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/z12ogvgbmre3eloah04ccjbpsmusxdxbwc0.ytbid;ytbid;Wed Aug 06 22:14:15 CEST 2014;59;59; ; ; ; ; ;59;EN;0.9999948348668108;hey -- ;0;0;0;1.0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/z13ijjrgqqyqzfo2t23zfztbtlu4ghg5o04.ytbid;ytbid;Sat Aug 09 04:01:25 CEST 2014;231;231; ; ; ; ; ;231;EN;0.9999946700733701;this -- out! -- like! -- hey -- come -- beauty! -- ;0;0;0;0;0;0;0;0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/1320083220000.tytb;tytb;null;23;23; ; ; ; ; ;23;SW;0.9745688734559993; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/1320110809000.tytb;tytb;null;488;488; ; ; ; ; ;488;EN;0.9999973547392182;this -- there -- how -- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/1320098996000.tytb;tytb;null;160;160; ; ; ; ; ;160;PT;0.9999959891130935;kkk -- isso -- é -- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/z12rw1o4zvidhdthz04cixxjssq5wzsrlpk0k.ytbid;ytbid;Sun Aug 03 00:12:49 CEST 2014;154;154; ; ; https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork ;:) ; ;69;EN;0.8571410659661007;out -- like -- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/1320109314000.tytb;tytb;null;47;47; ; ; ; ; ;47;FR;0.9987467738452008;mais -- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/z13yx345uxepetggz04ci5rjcxeohzlrtf4.ytbid;ytbid;Sun Jul 27 02:57:16 CEST 2014;153;153; ; ;http://www.billboard.com/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 ; ; ;69;EN;0.9999946628484062;help -- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
tests2/youtube/_spam_/1320105750000.tytb;tytb;null;289;289; ; ; ;G: ; ;287;PT;0.9999967844068276; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;spam
